Parasite.species,Location,Latitude,Longitude,Chain.length,Host.habitat,parasiteKingdom,parasitePhylum,parasiteClass,parasiteOrder,parasiteFamily,parasiteGenus
Nematodirus filicollis,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Trichostrongylus colubriformis,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Trichostrongylus axei,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Chabertia ovina,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Chabertia
Heligmosomoides polygyrus,France,46.227638,2.213749,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides
Dictyocaulus filaria,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Muellerius capillaris,New Zealand,-40.900557,174.885971,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Muellerius
Protostrongylus rufescens,New Zealand,-40.900557,174.885971,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Protostrongylus
Ostertagia ostertagi,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia
Cooperia oncophora,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Cooperia punctata,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Nematodirus abnormalis,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Nematodirus filicollis,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Nematodirus helvetianus,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Nematodirus spathiger,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Trichostrongylus vitrinus,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Chabertia ovina,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Chabertia
Trichuris ovis,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichocephalus
Oesophagostomum columbianum,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum venulosum,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum quadrispinulatum,Denmark,56.26392,9.501785,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Cucullanus cirratus,Baltic Sea,58.48795200000001,19.863281,3,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Capillaria gracilis,Baltic Sea,58.48795200000001,19.863281,3,marine,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Capillaria
Anisakis simplex,Greenland,71.706936,-42.604303,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Pseudoterranova decipiens,Greenland,71.706936,-42.604303,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Pseudoterranova
Philonema agubernaculum,Greenland,71.706936,-42.604303,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philonematidae,Philonema
Ascaridia galli,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascaridiidae,Ascaridia
Dictyocaulus viviparus,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Oesophagostomum radiatum,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Teladorsagia circumcincta,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia
Trichuris discolor,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Elaphostrongylus cervi,New Zealand,-40.900557,174.885971,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Elaphostrongylus
Varestrongylus sagittatus,New Zealand,-40.900557,174.885971,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Varestrongylus
Cooperia pectinata,New Zealand,-40.900557,174.885971,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Batrachocamallanus slomei,Cape Province,-33.5,20.97,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Procamallanus
Batrachocamallanus slomei,Southern Africa,-24.3570767,19.5687103,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Procamallanus
Batrachocamallanus slomei,Kenya,-0.023559,37.906193,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Procamallanus
Batrachocamallanus slomei,Zaire,-6.2649292,14.2343282,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Procamallanus
Dictyocaulus filaria,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Dictyocaulus viviparus,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Metastrongylus salmi,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Metastrongylus
Metastrongylus apri,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Metastrongylus
Protostrongylus rufescens,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Protostrongylus
Trichuris discolor,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Dispharynx nasuta,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Dispharynx
Skrjabinema ovis,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Skrjabinema
Oesophagostomum radiatum,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum asperum,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum venulosum,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Haemonchus placei,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Dictyocaulus arnfieldi,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Varestrongylus pneumonicus,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Varestrongylus
Raphidascaris acus,Scotland,56.49067119999999,-4.2026458,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Raphidascaris
Cystidicola farionis,Scotland,56.49067119999999,-4.2026458,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Cystidicola
Raphidascaris acus,British Columbia,53.7266683,-127.6476205,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Raphidascaris
Raphidascaris acus,Ontario,51.253775,-85.323214,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Raphidascaris
Raphidascaris acus,Alberta,53.9332706,-116.5765035,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Raphidascaris
Raphidascaris acus,Labrador + Newfoundland,53.1355091,-57.6604364,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Raphidascaris
Truttaedacnitis truttae,British Columbia,53.7266683,-127.6476205,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Truttaedacnitis truttae,New Brunswick,46.5653163,-66.46191639999999,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Philometra cylindracea,Ontario,51.253775,-85.323214,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometroides huronensis,Ontario,51.253775,-85.323214,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometroides
Philometroides huronensis,British Columbia,53.7266683,-127.6476205,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometroides
Philometroides nodulosa,Ontario,51.253775,-85.323214,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometroides
Philonema agubernaculum,Alberta,53.9332706,-116.5765035,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philonematidae,Philonema
Philonema agubernaculum,Labrador + Newfoundland,53.1355091,-57.6604364,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philonematidae,Philonema
Philonema agubernaculum,Northwest Territories,64.8255441,-124.8457334,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philonematidae,Philonema
Cystidicola farionis,Ontario,51.253775,-85.323214,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Cystidicola
Cystidicola farionis,British Columbia,53.7266683,-127.6476205,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Cystidicola
Cystidicola farionis,Yukon + Northwest Territories,60.71795149999999,-135.0498961,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Cystidicola
Salvelinema walkeri,British Columbia,53.7266683,-127.6476205,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Salvelinema
Spinitectus gracilis,Manitoba,53.7608608,-98.8138762,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Spinitectus
Spinitectus gracilis,Canada,56.130366,-106.346771,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Spinitectus
Spinitectus carolini,Ontario,51.253775,-85.323214,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Spinitectus
Sterliadochona ephemeridarum,Ontario,51.253775,-85.323214,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Salmonema
Sterliadochona ephemeridarum,Northwest Territories,64.8255441,-124.8457334,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Salmonema
Sterliadochona ephemeridarum,British Columbia,53.7266683,-127.6476205,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Salmonema
Sterliadochona ephemeridarum,Manitoba,53.7608608,-98.8138762,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Salmonema
Rhabdochona canadensis,Alberta,53.9332706,-116.5765035,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona canadensis,British Columbia,53.7266683,-127.6476205,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona cascadilla,Manitoba,53.7608608,-98.8138762,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona cascadilla,Alberta,53.9332706,-116.5765035,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Rhabdochona cascadilla,British Columbia,53.7266683,-127.6476205,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Cooperia oncophora,Belgium + Luxembourg,50.0546886,5.467698299999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Ascaris suum,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Ascaris lumbricoides,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Parascaris equorum,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Parascaris
Toxocara canis,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Heterakis gallinarum,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Heterakidae,Heterakis
Strongylus vulgaris,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus
Strongylus equinus,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus
Stephanurus dentatus,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Stephanurus
Uncinaria stenocephala,Indian Region,22,79,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Uncinaria
Angiostrongylus cantonensis,Indian Region,22,79,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Spirocerca lupi,Indian Region,22,79,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Spirocerca
Ascarops strongylina,Indian Region,22,79,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Ascarops
Physocephalus sexalatus,Indian Region,22,79,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Physocephalus
Simondsia paradoxa,Indian Region,22,79,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Simondsia
Tetrameres mohtedai,Indian Region,22,79,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Tetrameridae,Tetrameres
Physaloptera praeputialis,Indian Region,22,79,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Physalopteridae,Physaloptera
Rhabdochona hellichi,Spain + Andalusia,37.5442706,-4.7277528,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Toxascaris leonina,Japan,36.204824,138.252924,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxascaris
Philonema oncorhynchi,Alaska,64.2008413,-149.4936733,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philonematidae,Philonema
Oswaldocruzia filiformis,Europe,54.5259614,15.2551187,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Oswaldocruzia
Enterobius vermicularis,Chile,-35.675147,-71.542969,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Enterobius
Cystidicola farionis,Eire + N. Ireland,54.7877149,-6.4923145,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Cystidicola
Dictyocaulus arnfieldi,Chile,-35.675147,-71.542969,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Dictyocaulus
Toxocara canis,Chile,-35.675147,-71.542969,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Heligmosomoides polygyrus,Germany,51.165691,10.451526,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides
Physocephalus sexalatus,Mexico,23.634501,-102.552784,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Physocephalus
Toxocara canis,Argentina,-38.416097,-63.61667199999999,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Ascaris lumbricoides,Zaire,-6.2649292,14.2343282,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Filaroides martis,Ontario,51.253775,-85.323214,3,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Filaroides
Pearsonema plica,Ontario,51.253775,-85.323214,2,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Pearsonema
Eucoleus aerophilus,Ontario,51.253775,-85.323214,2,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Eucoleus
Haemonchus contortus,Kenya,-0.023559,37.906193,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Cooperia oncophora,Lithuania,55.169438,23.881275,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Cooperia
Oesophagostomum venulosum,Lithuania,55.169438,23.881275,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Crenosoma vulpis,Denmark,56.26392,9.501785,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Crenosoma
Cystidicoloides tenuissima,Finland,61.92410999999999,25.7481511,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Salmonema
Philonema sibirica,Finland,61.92410999999999,25.7481511,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philonematidae,Philonema
Trichostrongylus colubriformis,"England, Wales + Isle of Man",54.236107,-4.548056,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Trichostrongylus
Toxocara cati,Spain + Andalusia,37.5442706,-4.7277528,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Strongylus vulgaris,Sweden,60.12816100000001,18.643501,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Strongylus
Toxocara canis,Estonia + Latvia,56.95962400000001,24.1016552,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxocara
Uncinaria stenocephala,Estonia + Latvia,56.95962400000001,24.1016552,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Uncinaria
Toxascaris leonina,Estonia + Latvia,56.95962400000001,24.1016552,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Toxascaris
Syphacia obvelata,Arizona,34.0489281,-111.0937311,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Syphacia
Protostrongylus boughtoni,Wisconsin,43.7844397,-88.7878678,2,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Protostrongylus
Obeliscoides cuniculi,Wisconsin,43.7844397,-88.7878678,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Obeliscoides
Cucullanus cirratus,West Coast of Norway,60.4121981,5.3222701,3,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Cucullanidae,Cucullanus
Cosmocephalus obvelatus,West Coast of Norway,60.4121981,5.3222701,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Cosmocephalus
Anisakis typica,Gulf of Mexico,25.304304,-90.065918,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Rhabdochona hellichi,Austria,47.516231,14.550072,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabdochonidae,Rhabdochona
Philometroides sanguinea,Norway,60.47202399999999,8.468945999999999,2,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometroides
Ascaris lumbricoides,Sri Lanka,7.873053999999999,80.77179699999999,1,terrestrial,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Pseudoterranova decipiens,Norwegian Sea,68.8773537,3.13966,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Pseudoterranova
Skrjabinoclava inornatae,Nova Scotia,44.68198659999999,-63.744311,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Skrjabinoclava
Skrjabinoclava inornatae,Canada,56.130366,-106.346771,2,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Skrjabinoclava
Anisakis simplex,Ligurian Sea,43.7542275,8.8362755,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Camallanus oxycephalus,Louisiana,30.9842977,-91.96233269999999,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Spinitectus carolini,Louisiana,30.9842977,-91.96233269999999,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Spinitectus
Trichuris muris,France,46.227638,2.213749,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Anisakis simplex,France,46.227638,2.213749,4,marine,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Capillaria anatis,Black Sea,43.41302899999999,34.299316,2,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Capillaria
Amidostomum acutum,Black Sea,43.41302899999999,34.299316,1,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Amidostomidae,Amidostomum
Cosmocephalus obvelatus,Black Sea,43.41302899999999,34.299316,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Cosmocephalus
Streptocara crassicauda,Black Sea,43.41302899999999,34.299316,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Streptocara
Trichosomoides crassicauda,United States,37.09024,-95.712891,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichosomoididae,Trichosomoides
Camallanus corderoi,Argentina,-38.416097,-63.61667199999999,3,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Camallanus lacustris,Mexico,23.634501,-102.552784,4,freshwater,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Trichuris discolor,Italy,41.87194,12.56738,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Trichuris muris,Italy,41.87194,12.56738,1,terrestrial,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris
Capillaria gracilis,Mediterranean,34.5531284,18.0480105,3,marine,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Capillaria
